Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[sample id]	Characteristics[animal id]	Characteristics[organism]	Characteristics[genotype]	Characteristics[disease]	Characteristics[strain]	Characteristics[sex]	Characteristics[organism part]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[organism]	Factor Value[organism part]
Sample 69	ERS1935465	SAMEA104310487	199_70	Rn103	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	jejunum	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 69	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 69	sequencing assay	ERX2187524	199_70_GAGTGG_L008_R1_001.fastq.gz	199_70_GAGTGG_L008_R1_001.fastq.gz	ERR2130672	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/002/ERR2130672/ERR2130672.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	jejunum
Sample 46	ERS1935466	SAMEA104310488	199_47	Rn101	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	kidneys	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 46	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 46	sequencing assay	ERX2187525	199_47_ACTGAT_L005_R1_001.fastq.gz	199_47_ACTGAT_L005_R1_001.fastq.gz	ERR2130673	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/003/ERR2130673/ERR2130673.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	kidneys
Sample 59	ERS1935467	SAMEA104310489	199_60	Rn102	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	kidneys	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 59	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 59	sequencing assay	ERX2187526	199_60_TAGCTT_L007_R1_001.fastq.gz	199_60_TAGCTT_L007_R1_001.fastq.gz	ERR2130674	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/004/ERR2130674/ERR2130674.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	kidneys
Sample 72	ERS1935468	SAMEA104310490	199_73	Rn103	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	kidneys	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 72	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 72	sequencing assay	ERX2187527	199_73_GTGGCC_L002_R1_001.fastq.gz	199_73_GTGGCC_L002_R1_001.fastq.gz	ERR2130675	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/005/ERR2130675/ERR2130675.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	kidneys
Sample 40	ERS1935469	SAMEA104310491	199_41	Rn101	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	liver	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 40	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 40	sequencing assay	ERX2187528	199_41_ATCACG_L005_R1_001.fastq.gz	199_41_ATCACG_L005_R1_001.fastq.gz	ERR2130676	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/006/ERR2130676/ERR2130676.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	liver
Sample 53	ERS1935470	SAMEA104310492	199_54	Rn102	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	liver	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 53	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 53	sequencing assay	ERX2187529	199_54_GAGTGG_L006_R1_001.fastq.gz	199_54_GAGTGG_L006_R1_001.fastq.gz	ERR2130677	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/007/ERR2130677/ERR2130677.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	liver
Sample 66	ERS1935471	SAMEA104310493	199_67	Rn103	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	liver	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 66	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 66	sequencing assay	ERX2187530	199_67_GATCAG_L008_R1_001.fastq.gz	199_67_GATCAG_L008_R1_001.fastq.gz	ERR2130678	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/008/ERR2130678/ERR2130678.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	liver
Sample 39	ERS1935472	SAMEA104310494	199_40	Rn101	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	pancreas	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 39	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 39	sequencing assay	ERX2187531	199_40_ATTCCT_L008_R1_001.fastq.gz	199_40_ATTCCT_L008_R1_001.fastq.gz	ERR2130679	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/009/ERR2130679/ERR2130679.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	pancreas
Sample 52	ERS1935473	SAMEA104310495	199_53	Rn102	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	pancreas	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 52	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 52	sequencing assay	ERX2187532	199_53_GGCTAC_L006_R1_001.fastq.gz	199_53_GGCTAC_L006_R1_001.fastq.gz	ERR2130680	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/000/ERR2130680/ERR2130680.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	pancreas
Sample 65	ERS1935474	SAMEA104310496	199_66	Rn103	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	pancreas	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 65	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 65	sequencing assay	ERX2187533	199_66_TTAGGC_L008_R1_001.fastq.gz	199_66_TTAGGC_L008_R1_001.fastq.gz	ERR2130681	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/001/ERR2130681/ERR2130681.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	pancreas
Sample 47	ERS1935475	SAMEA104310497	199_48	Rn101	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	quadriceps	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 47	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 47	sequencing assay	ERX2187534	199_48_ATTCCT_L005_R1_001.fastq.gz	199_48_ATTCCT_L005_R1_001.fastq.gz	ERR2130682	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/002/ERR2130682/ERR2130682.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	quadriceps
Sample 60	ERS1935476	SAMEA104310498	199_61	Rn102	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	quadriceps	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 60	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 60	sequencing assay	ERX2187535	199_61_GGCTAC_L007_R1_001.fastq.gz	199_61_GGCTAC_L007_R1_001.fastq.gz	ERR2130683	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/003/ERR2130683/ERR2130683.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	quadriceps
Sample 73	ERS1935477	SAMEA104310499	199_74	Rn103	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	quadriceps	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 73	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 73	sequencing assay	ERX2187536	199_74_GTTTCG_L002_R1_001.fastq.gz	199_74_GTTTCG_L002_R1_001.fastq.gz	ERR2130684	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/004/ERR2130684/ERR2130684.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	quadriceps
Sample 41	ERS1935478	SAMEA104310500	199_42	Rn101	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	stomach	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 41	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 41	sequencing assay	ERX2187537	199_42_TTAGGC_L005_R1_001.fastq.gz	199_42_TTAGGC_L005_R1_001.fastq.gz	ERR2130685	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/005/ERR2130685/ERR2130685.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	stomach
Sample 54	ERS1935479	SAMEA104310501	199_55	Rn102	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	stomach	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 54	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 54	sequencing assay	ERX2187538	199_55_ACTGAT_L006_R1_001.fastq.gz	199_55_ACTGAT_L006_R1_001.fastq.gz	ERR2130686	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/006/ERR2130686/ERR2130686.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	stomach
Sample 67	ERS1935480	SAMEA104310502	199_68	Rn103	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	stomach	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 67	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 67	sequencing assay	ERX2187539	199_68_TAGCTT_L008_R1_001.fastq.gz	199_68_TAGCTT_L008_R1_001.fastq.gz	ERR2130687	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/007/ERR2130687/ERR2130687.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	stomach
